image_path,transcription,source,split
data/iam/iam_words/words\d05\d05-025\d05-025-03-02.png,to,iam,train
data/iam/iam_words/words\a06\a06-014\a06-014-04-04.png,of,iam,train
data/iam/iam_words/words\d04\d04-075\d04-075-09-07.png,that,iam,train
data/iam/iam_words/words\a04\a04-023\a04-023-04-09.png,talks,iam,train
data/iam/iam_words/words\c02\c02-030\c02-030-04-09.png,satisfied,iam,train
data/iam/iam_words/words\b01\b01-062\b01-062-01-00.png,This,iam,train
data/iam/iam_words/words\d04\d04-012\d04-012-00-04.png,used,iam,train
data/synthetic/images/synth_00540.png,Tab. Metoprolol 50mg BD,synthetic,train
data/iam/iam_words/words\e04\e04-043\e04-043-00-03.png,plans,iam,train
data/iam/iam_words/words\c03\c03-007b\c03-007b-05-00.png,head-stones,iam,train
data/iam/iam_words/words\a01\a01-077\a01-077-04-00.png,ference,iam,train
data/synthetic/images/synth_00727.png,Inj. Ceftriaxone 1g IV BD,synthetic,train
data/iam/iam_words/words\d01\d01-060\d01-060-05-04.png,of,iam,train
data/iam/iam_words/words\c03\c03-021d\c03-021d-08-09.png,while,iam,train
data/synthetic/images/synth_00534.png,Tab. Atorvastatin 10mg HS,synthetic,train
data/iam/iam_words/words\c01\c01-009\c01-009-07-06.png,in,iam,train
data/iam/iam_words/words\c06\c06-058\c06-058-03-03.png,last,iam,train
data/iam/iam_words/words\b01\b01-033\b01-033-01-03.png,The,iam,train
data/iam/iam_words/words\a03\a03-080\a03-080-06-03.png,is,iam,train
data/iam/iam_words/words\b03\b03-109\b03-109-05-09.png,certain,iam,train
data/iam/iam_words/words\d06\d06-091\d06-091-08-07.png,calling,iam,train
data/iam/iam_words/words\a06\a06-008\a06-008-01-02.png,Government,iam,train
data/iam/iam_words/words\b04\b04-140\b04-140-00-01.png,the,iam,train
data/iam/iam_words/words\a03\a03-011\a03-011-07-09.png,the,iam,train
data/iam/iam_words/words\a06\a06-124\a06-124-02-01.png,in,iam,train
data/iam/iam_words/words\d06\d06-072\d06-072-07-01.png,what,iam,train
data/iam/iam_words/words\d04\d04-131\d04-131-03-02.png,from,iam,train
data/iam/iam_words/words\a03\a03-080\a03-080-01-05.png,the,iam,train
data/iam/iam_words/words\a05\a05-069\a05-069-04-08.png,any,iam,train
data/iam/iam_words/words\e01\e01-113\e01-113-05-07.png,would,iam,train
data/iam/iam_words/words\d06\d06-003\d06-003-04-01.png,children,iam,train
data/iam/iam_words/words\d06\d06-086\d06-086-02-02.png,getting,iam,train
data/iam/iam_words/words\d01\d01-104\d01-104-01-04.png,his,iam,train
data/iam/iam_words/words\e04\e04-052\e04-052-03-07.png,more,iam,train
data/synthetic/images/synth_00611.png,Syp. Amoxicillin 250mg/5ml TID,synthetic,train
data/iam/iam_words/words\a03\a03-017\a03-017-01-05.png,statements,iam,train
data/iam/iam_words/words\a03\a03-009\a03-009-00-03.png,particularly,iam,train
data/iam/iam_words/words\e06\e06-026\e06-026-05-00.png,longshore,iam,train
data/iam/iam_words/words\a02\a02-067\a02-067-04-03.png,to,iam,train
data/iam/iam_words/words\a06\a06-020\a06-020-00-03.png,his,iam,train
data/iam/iam_words/words\b05\b05-067\b05-067-03-08.png,Himmler,iam,train
data/iam/iam_words/words\b06\b06-056\b06-056-04-04.png,decisions,iam,train
data/iam/iam_words/words\a06\a06-051\a06-051-02-02.png,to,iam,train
data/iam/iam_words/words\b01\b01-089\b01-089-01-00.png,must,iam,train
data/iam/iam_words/words\d07\d07-100\d07-100-01-06.png,of,iam,train
data/iam/iam_words/words\c04\c04-098\c04-098-02-02.png,about,iam,train
data/iam/iam_words/words\b06\b06-042\b06-042-07-07.png,the,iam,train
data/iam/iam_words/words\c02\c02-017\c02-017-06-02.png,an,iam,train
data/iam/iam_words/words\b01\b01-014\b01-014-03-02.png,other,iam,train
data/synthetic/images/synth_00013.png,Tab. Cetirizine 10mg OD HS,synthetic,train
data/iam/iam_words/words\c06\c06-083\c06-083-01-03.png,too,iam,train
data/iam/iam_words/words\d01\d01-080\d01-080-01-10.png,the,iam,train
data/iam/iam_words/words\d06\d06-082\d06-082-00-04.png,to,iam,train
data/iam/iam_words/words\a04\a04-085\a04-085-03-04.png,needed,iam,train
data/iam/iam_words/words\a01\a01-128\a01-128-08-02.png,by,iam,train
data/iam/iam_words/words\e04\e04-004\e04-004-06-03.png,if,iam,train
data/iam/iam_words/words\d07\d07-089\d07-089-08-05.png,the,iam,train
data/iam/iam_words/words\d06\d06-086\d06-086-03-07.png,reached,iam,train
data/iam/iam_words/words\c03\c03-016a\c03-016a-02-04.png,single,iam,train
data/iam/iam_words/words\a02\a02-102\a02-102-01-00.png,Buganda,iam,train
data/iam/iam_words/words\a05\a05-094\a05-094-00-00.png,The,iam,train
data/iam/iam_words/words\d05\d05-021\d05-021-00-00.png,This,iam,train
data/iam/iam_words/words\c04\c04-066\c04-066-04-03.png,so,iam,train
data/iam/iam_words/words\e04\e04-038\e04-038-03-07.png,the,iam,train
data/synthetic/images/synth_00062.png,Cap. Amoxicillin 500mg TID x 5d,synthetic,train
data/iam/iam_words/words\e02\e02-014\e02-014-05-02.png,plane,iam,train
data/iam/iam_words/words\b04\b04-187\b04-187-06-03.png,and,iam,train
data/iam/iam_words/words\e04\e04-043\e04-043-00-08.png,little,iam,train
data/iam/iam_words/words\c06\c06-039\c06-039-06-01.png,put,iam,train
data/iam/iam_words/words\d03\d03-117\d03-117-07-08.png,both,iam,train
data/iam/iam_words/words\c03\c03-021f\c03-021f-00-02.png,the,iam,train
data/iam/iam_words/words\a04\a04-031\a04-031-07-01.png,yesterday,iam,train
data/iam/iam_words/words\a04\a04-099\a04-099-07-06.png,America,iam,train
data/iam/iam_words/words\b06\b06-036\b06-036-04-01.png,up,iam,train
data/iam/iam_words/words\c06\c06-005\c06-005-06-03.png,swish,iam,train
data/iam/iam_words/words\c03\c03-000a\c03-000a-06-04.png,and,iam,train
data/iam/iam_words/words\e06\e06-041\e06-041-05-01.png,films,iam,train
data/iam/iam_words/words\e07\e07-007\e07-007-07-04.png,of,iam,train
data/synthetic/images/synth_00961.png,Tab. Cetirizine 10mg OD HS,synthetic,train
data/iam/iam_words/words\d06\d06-027\d06-027-06-02.png,may,iam,train
data/iam/iam_words/words\e07\e07-066\e07-066-06-02.png,the,iam,train
data/iam/iam_words/words\e06\e06-049\e06-049-01-02.png,be,iam,train
data/iam/iam_words/words\c06\c06-052\c06-052-00-07.png,tape-recorded,iam,train
data/iam/iam_words/words\d03\d03-112\d03-112-06-01.png,happier,iam,train
data/iam/iam_words/words\c03\c03-000b\c03-000b-03-02.png,Richardson,iam,train
data/iam/iam_words/words\c06\c06-128\c06-128-08-05.png,told,iam,train
data/iam/iam_words/words\d07\d07-085\d07-085-04-03.png,built,iam,train
data/iam/iam_words/words\c03\c03-021e\c03-021e-06-05.png,need,iam,train
data/iam/iam_words/words\e06\e06-010\e06-010-06-08.png,spring-,iam,train
data/iam/iam_words/words\c06\c06-020\c06-020-02-12.png,'m,iam,train
data/iam/iam_words/words\a05\a05-099\a05-099-02-10.png,S.,iam,train
data/iam/iam_words/words\a03\a03-054\a03-054-07-02.png,recent,iam,train
data/iam/iam_words/words\a01\a01-132x\a01-132x-00-03.png,continue,iam,train
data/iam/iam_words/words\b06\b06-068\b06-068-09-00.png,working,iam,train
data/iam/iam_words/words\e04\e04-119\e04-119-02-09.png,this,iam,train
data/iam/iam_words/words\a03\a03-063\a03-063-05-03.png,plans,iam,train
data/iam/iam_words/words\d01\d01-080\d01-080-03-07.png,paragraph,iam,train
data/iam/iam_words/words\a01\a01-007x\a01-007x-01-03.png,created,iam,train
data/iam/iam_words/words\a01\a01-117\a01-117-08-03.png,profits,iam,train
data/iam/iam_words/words\a01\a01-000u\a01-000u-02-04.png,at,iam,train
data/iam/iam_words/words\e04\e04-019\e04-019-00-06.png,and,iam,train
data/iam/iam_words/words\c03\c03-081d\c03-081d-05-05.png,Miss,iam,train
data/iam/iam_words/words\c03\c03-007\c03-007-06-06.png,to,iam,train
data/iam/iam_words/words\a06\a06-114\a06-114-01-02.png,would,iam,train
data/synthetic/images/synth_00214.png,Tab. Azithromycin 500mg OD x 3d,synthetic,train
data/iam/iam_words/words\c04\c04-061\c04-061-01-04.png,the,iam,train
data/iam/iam_words/words\d06\d06-011\d06-011-02-05.png,to,iam,train
data/iam/iam_words/words\c03\c03-016d\c03-016d-09-03.png,to,iam,train
data/iam/iam_words/words\e02\e02-117\e02-117-05-06.png,bench,iam,train
data/iam/iam_words/words\d04\d04-066\d04-066-00-04.png,the,iam,train
data/synthetic/images/synth_00001.png,Cap. Omeprazole 20mg OD ac,synthetic,train
data/iam/iam_words/words\b04\b04-089\b04-089-02-05.png,in,iam,train
data/iam/iam_words/words\a04\a04-050\a04-050-00-05.png,member,iam,train
data/iam/iam_words/words\c03\c03-087e\c03-087e-05-10.png,not,iam,train
data/iam/iam_words/words\a01\a01-014\a01-014-05-00.png,the,iam,train
data/iam/iam_words/words\d06\d06-104\d06-104-02-05.png,one,iam,train
data/iam/iam_words/words\a02\a02-082\a02-082-04-05.png,Rhodesia,iam,train
data/iam/iam_words/words\e02\e02-074\e02-074-03-00.png,innumerable,iam,train
data/iam/iam_words/words\d01\d01-098\d01-098-05-06.png,book,iam,train
data/iam/iam_words/words\a03\a03-034\a03-034-06-02.png,home,iam,train
data/iam/iam_words/words\a06\a06-124\a06-124-01-01.png,to,iam,train
data/iam/iam_words/words\c06\c06-106\c06-106-09-05.png,her,iam,train
data/iam/iam_words/words\e01\e01-032\e01-032-01-07.png,light,iam,train
data/iam/iam_words/words\d07\d07-096\d07-096-01-06.png,is,iam,train
data/iam/iam_words/words\c04\c04-028\c04-028-00-05.png,Christopher,iam,train
data/iam/iam_words/words\c03\c03-000c\c03-000c-06-00.png,unity,iam,train
data/iam/iam_words/words\c04\c04-050\c04-050-00-02.png,last,iam,train
data/iam/iam_words/words\a02\a02-090\a02-090-01-01.png,Northern,iam,train
data/iam/iam_words/words\a06\a06-114\a06-114-01-00.png,food,iam,train
data/iam/iam_words/words\a02\a02-090\a02-090-00-10.png,being,iam,train
data/iam/iam_words/words\c03\c03-084f\c03-084f-07-04.png,destructive,iam,train
data/iam/iam_words/words\b01\b01-009\b01-009-05-01.png,for,iam,train
data/iam/iam_words/words\a05\a05-044\a05-044-03-01.png,by,iam,train
data/iam/iam_words/words\a01\a01-003u\a01-003u-04-04.png,Ps,iam,train
data/iam/iam_words/words\a01\a01-014x\a01-014x-01-02.png,talks,iam,train
data/synthetic/images/synth_00519.png,Cap. Amoxicillin 500mg TID x 5d,synthetic,train
data/iam/iam_words/words\b04\b04-121\b04-121-02-06.png,no,iam,train
data/iam/iam_words/words\a01\a01-077\a01-077-05-03.png,lagging,iam,train
data/iam/iam_words/words\b06\b06-004\b06-004-03-04.png,after,iam,train
data/iam/iam_words/words\c06\c06-043\c06-043-06-04.png,then,iam,train
data/iam/iam_words/words\b04\b04-181\b04-181-01-10.png,free,iam,train
data/iam/iam_words/words\d01\d01-052\d01-052-05-03.png,likely,iam,train
data/iam/iam_words/words\d04\d04-125\d04-125-03-10.png,of,iam,train
data/iam/iam_words/words\c04\c04-089\c04-089-02-00.png,Mr.,iam,train
data/iam/iam_words/words\d06\d06-050\d06-050-00-02.png,she,iam,train
data/iam/iam_words/words\e04\e04-008\e04-008-04-00.png,cut,iam,train
data/iam/iam_words/words\d04\d04-005\d04-005-06-06.png,where,iam,train
data/iam/iam_words/words\a03\a03-017\a03-017-05-04.png,kingdom,iam,train
data/iam/iam_words/words\c04\c04-044\c04-044-00-01.png,plot,iam,train
data/iam/iam_words/words\a04\a04-096\a04-096-02-08.png,probably,iam,train
data/iam/iam_words/words\c06\c06-083\c06-083-00-00.png,It,iam,train
data/iam/iam_words/words\c04\c04-150\c04-150-00-08.png,arrested,iam,train
data/iam/iam_words/words\a06\a06-134\a06-134-07-08.png,war,iam,train
data/iam/iam_words/words\a04\a04-081\a04-081-08-02.png,particularly,iam,train
data/iam/iam_words/words\a02\a02-093\a02-093-01-07.png,on,iam,train
data/iam/iam_words/words\c03\c03-000b\c03-000b-04-09.png,advantages,iam,train
data/iam/iam_words/words\a04\a04-000\a04-000-00-00.png,PRESIDENT,iam,train
data/iam/iam_words/words\c06\c06-103\c06-103-03-00.png,certificate,iam,train
data/iam/iam_words/words\e02\e02-074\e02-074-05-00.png,it,iam,train
data/iam/iam_words/words\a02\a02-057\a02-057-04-05.png,his,iam,train
data/iam/iam_words/words\e01\e01-107\e01-107-03-03.png,directions,iam,train
data/iam/iam_words/words\e01\e01-025\e01-025-03-04.png,age,iam,train
data/iam/iam_words/words\a02\a02-000\a02-000-03-04.png,smooth,iam,train
data/iam/iam_words/words\a06\a06-128\a06-128-09-00.png,that,iam,train
data/iam/iam_words/words\a03\a03-054\a03-054-01-04.png,Certainly,iam,train
data/iam/iam_words/words\a06\a06-025\a06-025-04-03.png,days,iam,train
data/iam/iam_words/words\e04\e04-038\e04-038-04-05.png,off,iam,train
data/iam/iam_words/words\a01\a01-043x\a01-043x-07-03.png,State,iam,train
data/iam/iam_words/words\d06\d06-046\d06-046-00-07.png,reactions,iam,train
data/iam/iam_words/words\d05\d05-013\d05-013-03-06.png,hands,iam,train
data/iam/iam_words/words\e04\e04-015\e04-015-02-08.png,two,iam,train
data/iam/iam_words/words\e04\e04-052\e04-052-00-05.png,we,iam,train
data/iam/iam_words/words\b04\b04-181\b04-181-00-07.png,understand,iam,train
data/iam/iam_words/words\c02\c02-059\c02-059-07-05.png,work,iam,train
data/iam/iam_words/words\a01\a01-020\a01-020-05-00.png,majority,iam,train
data/iam/iam_words/words\a03\a03-027\a03-027-06-01.png,are,iam,train
data/iam/iam_words/words\c06\c06-100\c06-100-05-00.png,turning,iam,train
data/iam/iam_words/words\a06\a06-000\a06-000-07-05.png,tax,iam,train
data/iam/iam_words/words\b05\b05-055\b05-055-01-09.png,batsman,iam,train
data/iam/iam_words/words\c06\c06-100\c06-100-03-04.png,whom,iam,train
data/iam/iam_words/words\c03\c03-016a\c03-016a-07-00.png,but,iam,train
data/iam/iam_words/words\a02\a02-067\a02-067-02-01.png,peace,iam,train
data/iam/iam_words/words\b01\b01-127\b01-127-03-03.png,fact,iam,train
data/iam/iam_words/words\a01\a01-007x\a01-007x-04-07.png,THE,iam,train
data/iam/iam_words/words\e06\e06-015\e06-015-08-04.png,they,iam,train
data/iam/iam_words/words\a01\a01-122\a01-122-01-07.png,on,iam,train
data/iam/iam_words/words\a05\a05-073\a05-073-04-00.png,know,iam,train
data/iam/iam_words/words\a01\a01-043\a01-043-03-02.png,Minister,iam,train
data/iam/iam_words/words\a01\a01-038x\a01-038x-08-07.png,the,iam,train
data/iam/iam_words/words\a06\a06-070\a06-070-04-07.png,countries,iam,train
data/iam/iam_words/words\c04\c04-165\c04-165-02-04.png,Britain,iam,train
data/iam/iam_words/words\c04\c04-004\c04-004-04-04.png,haven't,iam,train
data/iam/iam_words/words\a01\a01-049u\a01-049u-05-00.png,Committee,iam,train
data/iam/iam_words/words\b04\b04-096\b04-096-00-07.png,of,iam,train
data/iam/iam_words/words\e04\e04-132\e04-132-02-05.png,design,iam,train
data/iam/iam_words/words\a05\a05-053\a05-053-04-05.png,It,iam,train
data/iam/iam_words/words\c04\c04-160\c04-160-04-03.png,Hayes,iam,train
data/iam/iam_words/words\d01\d01-080\d01-080-01-01.png,also,iam,train
data/iam/iam_words/words\e04\e04-114\e04-114-04-02.png,be,iam,train
data/iam/iam_words/words\a03\a03-071\a03-071-07-04.png,Welt,iam,train
data/iam/iam_words/words\a05\a05-080\a05-080-03-05.png,would,iam,train
data/iam/iam_words/words\d06\d06-086\d06-086-02-05.png,thing,iam,train
data/iam/iam_words/words\d07\d07-096\d07-096-02-07.png,can,iam,train
data/iam/iam_words/words\b06\b06-110\b06-110-04-00.png,applications,iam,train
data/iam/iam_words/words\a03\a03-014\a03-014-00-03.png,the,iam,train
data/iam/iam_words/words\d07\d07-093\d07-093-06-02.png,that,iam,train
data/iam/iam_words/words\e01\e01-102\e01-102-01-06.png,finer,iam,train
data/iam/iam_words/words\b01\b01-094\b01-094-04-04.png,are,iam,train
data/iam/iam_words/words\d05\d05-013\d05-013-02-05.png,Confirmation,iam,train
data/iam/iam_words/words\a02\a02-111\a02-111-03-00.png,MR.,iam,train
data/iam/iam_words/words\d01\d01-080\d01-080-07-01.png,to,iam,train
data/iam/iam_words/words\e02\e02-018\e02-018-05-02.png,The,iam,train
data/iam/iam_words/words\c03\c03-094e\c03-094e-07-05.png,with,iam,train
data/iam/iam_words/words\d04\d04-121\d04-121-02-05.png,the,iam,train
data/iam/iam_words/words\b04\b04-020\b04-020-05-05.png,by,iam,train
data/iam/iam_words/words\b06\b06-075\b06-075-07-06.png,German,iam,train
data/iam/iam_words/words\a02\a02-008\a02-008-05-06.png,the,iam,train
data/iam/iam_words/words\c04\c04-110\c04-110-03-05.png,who,iam,train
data/iam/iam_words/words\c03\c03-087c\c03-087c-06-02.png,faith,iam,train
data/iam/iam_words/words\a03\a03-080\a03-080-00-03.png,spokesman,iam,train
data/iam/iam_words/words\e04\e04-086\e04-086-00-00.png,The,iam,train
data/iam/iam_words/words\a06\a06-051\a06-051-02-05.png,tears,iam,train
data/iam/iam_words/words\e06\e06-010\e06-010-04-00.png,echo-sounders,iam,train
data/iam/iam_words/words\b04\b04-054\b04-054-04-06.png,Preference,iam,train
data/iam/iam_words/words\a04\a04-035\a04-035-05-06.png,707,iam,train
data/iam/iam_words/words\a03\a03-073\a03-073-02-06.png,that,iam,train
data/iam/iam_words/words\a04\a04-003\a04-003-02-07.png,recent,iam,train
data/iam/iam_words/words\d06\d06-020\d06-020-01-06.png,shows,iam,train
data/iam/iam_words/words\a02\a02-120\a02-120-03-04.png,or,iam,train
data/iam/iam_words/words\d06\d06-056\d06-056-08-04.png,treatment,iam,train
data/iam/iam_words/words\c03\c03-081f\c03-081f-09-02.png,rare,iam,train
data/iam/iam_words/words\b01\b01-122\b01-122-00-05.png,contact,iam,train
data/iam/iam_words/words\c02\c02-035\c02-035-05-04.png,audacity,iam,train
data/iam/iam_words/words\c03\c03-003c\c03-003c-05-02.png,vividly,iam,train
data/iam/iam_words/words\b02\b02-045\b02-045-00-03.png,which,iam,train
data/iam/iam_words/words\a01\a01-082u\a01-082u-06-00.png,did,iam,train
data/iam/iam_words/words\c04\c04-035\c04-035-02-03.png,houseboat,iam,train
data/iam/iam_words/words\c03\c03-007c\c03-007c-01-02.png,in,iam,train
data/iam/iam_words/words\c04\c04-017\c04-017-00-00.png,But,iam,train
data/iam/iam_words/words\d06\d06-086\d06-086-07-03.png,If,iam,train
data/iam/iam_words/words\a01\a01-020u\a01-020u-08-02.png,the,iam,train
data/iam/iam_words/words\a05\a05-048\a05-048-05-00.png,the,iam,train
data/iam/iam_words/words\b01\b01-073\b01-073-06-04.png,But,iam,train
data/iam/iam_words/words\d07\d07-089\d07-089-09-03.png,Gemara,iam,train
data/iam/iam_words/words\b01\b01-062\b01-062-08-04.png,category,iam,train
data/iam/iam_words/words\b01\b01-127\b01-127-03-08.png,Commonwealth,iam,train
data/iam/iam_words/words\a04\a04-092\a04-092-10-05.png,United,iam,train
data/iam/iam_words/words\c06\c06-020\c06-020-03-04.png,write,iam,train
data/iam/iam_words/words\e04\e04-000\e04-000-01-02.png,or,iam,train
data/iam/iam_words/words\a04\a04-047\a04-047-02-04.png,was,iam,train
data/iam/iam_words/words\b04\b04-060\b04-060-04-06.png,terms,iam,train
data/iam/iam_words/words\e04\e04-114\e04-114-04-01.png,to,iam,train
data/iam/iam_words/words\b06\b06-068\b06-068-03-02.png,to,iam,train
data/iam/iam_words/words\e06\e06-046\e06-046-04-07.png,that,iam,train
data/iam/iam_words/words\a04\a04-035\a04-035-03-02.png,join,iam,train
data/iam/iam_words/words\a01\a01-107u\a01-107u-06-01.png,Brown,iam,train
data/iam/iam_words/words\b05\b05-079\b05-079-00-02.png,of,iam,train
data/iam/iam_words/words\c03\c03-003a\c03-003a-01-06.png,cinema,iam,train
data/iam/iam_words/words\b05\b05-058\b05-058-02-03.png,Not,iam,train
data/iam/iam_words/words\a03\a03-030\a03-030-08-06.png,is,iam,train
data/iam/iam_words/words\b06\b06-097\b06-097-01-06.png,school,iam,train
data/iam/iam_words/words\c06\c06-005\c06-005-00-05.png,In,iam,train
data/iam/iam_words/words\c02\c02-056\c02-056-03-09.png,ghost,iam,train
data/iam/iam_words/words\a01\a01-087\a01-087-02-02.png,Mr.,iam,train
data/iam/iam_words/words\b01\b01-000\b01-000-06-05.png,touch,iam,train
data/synthetic/images/synth_00999.png,Tab. Pantoprazole 40mg OD ac,synthetic,train
data/iam/iam_words/words\b04\b04-169\b04-169-01-00.png,contempt,iam,train
data/iam/iam_words/words\a05\a05-022\a05-022-02-06.png,man,iam,train
data/iam/iam_words/words\a02\a02-098\a02-098-05-07.png,Northern,iam,train
data/iam/iam_words/words\e04\e04-030\e04-030-01-08.png,in.,iam,train
data/iam/iam_words/words\d04\d04-028\d04-028-05-05.png,the,iam,train
data/iam/iam_words/words\e04\e04-091\e04-091-03-00.png,slots,iam,train
data/iam/iam_words/words\a03\a03-040\a03-040-00-00.png,All,iam,train
data/iam/iam_words/words\a05\a05-009\a05-009-03-00.png,Ministers,iam,train
data/iam/iam_words/words\c03\c03-081e\c03-081e-04-01.png,flawed,iam,train
data/iam/iam_words/words\e01\e01-119\e01-119-02-02.png,through,iam,train
data/iam/iam_words/words\e04\e04-091\e04-091-01-07.png,bow,iam,train
data/iam/iam_words/words\e04\e04-022\e04-022-02-01.png,the,iam,train
data/iam/iam_words/words\a05\a05-069\a05-069-09-01.png,the,iam,train
data/iam/iam_words/words\d04\d04-125\d04-125-01-04.png,make,iam,train
data/iam/iam_words/words\a03\a03-027\a03-027-01-02.png,miles,iam,train
data/iam/iam_words/words\d07\d07-100\d07-100-07-03.png,the,iam,train
data/iam/iam_words/words\b06\b06-008\b06-008-06-06.png,last,iam,train
data/iam/iam_words/words\c04\c04-050\c04-050-08-07.png,corn,iam,train
data/iam/iam_words/words\a03\a03-040\a03-040-00-07.png,September,iam,train
data/iam/iam_words/words\a04\a04-047\a04-047-06-02.png,unilateral,iam,train
data/iam/iam_words/words\e06\e06-030\e06-030-00-06.png,hand,iam,train
data/iam/iam_words/words\c03\c03-007b\c03-007b-00-02.png,Taste,iam,train
data/synthetic/images/synth_00027.png,Syp. Paracetamol 120mg/5ml TID,synthetic,train
data/synthetic/images/synth_00412.png,Tab. Atorvastatin 10mg HS,synthetic,train
data/iam/iam_words/words\a04\a04-010\a04-010-00-04.png,more,iam,train
data/iam/iam_words/words\c06\c06-100\c06-100-00-03.png,as,iam,train
data/synthetic/images/synth_00377.png,Tab. Glimepiride 1mg OD ac,synthetic,train
data/iam/iam_words/words\b02\b02-045\b02-045-01-03.png,Formula,iam,train
data/iam/iam_words/words\a05\a05-009\a05-009-00-02.png,had,iam,train
data/iam/iam_words/words\a04\a04-072\a04-072-07-03.png,should,iam,train
data/iam/iam_words/words\e01\e01-062\e01-062-03-08.png,difficult,iam,train
data/iam/iam_words/words\e04\e04-109\e04-109-00-06.png,screws,iam,train
data/iam/iam_words/words\d06\d06-107\d06-107-08-02.png,the,iam,train
data/iam/iam_words/words\c03\c03-007e\c03-007e-00-04.png,Honey,iam,train
data/iam/iam_words/words\a05\a05-013\a05-013-02-04.png,initiated,iam,train
data/iam/iam_words/words\a04\a04-069\a04-069-04-02.png,that,iam,train
data/iam/iam_words/words\e02\e02-086\e02-086-02-05.png,the,iam,train
data/iam/iam_words/words\b01\b01-118\b01-118-01-03.png,as,iam,train
data/iam/iam_words/words\d06\d06-063\d06-063-02-01.png,village,iam,train
data/iam/iam_words/words\b01\b01-027\b01-027-01-00.png,tonight,iam,train
data/iam/iam_words/words\a01\a01-053u\a01-053u-09-04.png,the,iam,train
data/iam/iam_words/words\c03\c03-096f\c03-096f-02-05.png,were,iam,train
data/iam/iam_words/words\d01\d01-104\d01-104-04-05.png,A.D.,iam,train
data/iam/iam_words/words\d06\d06-020\d06-020-03-03.png,yet,iam,train
data/iam/iam_words/words\b01\b01-122\b01-122-00-04.png,make,iam,train
data/iam/iam_words/words\a01\a01-014\a01-014-00-03.png,Federal,iam,train
data/iam/iam_words/words\e04\e04-127\e04-127-05-10.png,either,iam,train
data/iam/iam_words/words\a02\a02-027\a02-027-05-01.png,is,iam,train
data/iam/iam_words/words\e01\e01-025\e01-025-00-04.png,no,iam,train
data/iam/iam_words/words\d01\d01-052\d01-052-05-05.png,have,iam,train
data/iam/iam_words/words\e04\e04-114\e04-114-06-06.png,to,iam,train
data/iam/iam_words/words\a03\a03-011\a03-011-07-04.png,Belgrade,iam,train
data/iam/iam_words/words\a02\a02-053\a02-053-05-03.png,100,iam,train
data/iam/iam_words/words\a06\a06-075\a06-075-02-06.png,for,iam,train
data/iam/iam_words/words\d01\d01-080\d01-080-01-08.png,place,iam,train
data/iam/iam_words/words\c02\c02-000\c02-000-08-07.png,25,iam,train
data/iam/iam_words/words\d01\d01-056\d01-056-00-01.png,most,iam,train
data/iam/iam_words/words\a02\a02-053\a02-053-01-06.png,as,iam,train
data/iam/iam_words/words\e06\e06-010\e06-010-03-10.png,the,iam,train
data/synthetic/images/synth_00600.png,Tab. Pantoprazole 40mg OD ac,synthetic,train
data/iam/iam_words/words\c02\c02-017\c02-017-09-02.png,becomes,iam,train
data/iam/iam_words/words\c06\c06-076\c06-076-05-07.png,back,iam,train
data/iam/iam_words/words\a06\a06-020\a06-020-04-06.png,my,iam,train
data/synthetic/images/synth_00142.png,Tab. Metformin 500mg BD x 30d,synthetic,train
data/iam/iam_words/words\e01\e01-055\e01-055-05-06.png,realised,iam,train
data/iam/iam_words/words\c04\c04-035\c04-035-06-01.png,team,iam,train
data/iam/iam_words/words\c03\c03-000f\c03-000f-05-03.png,the,iam,train
data/iam/iam_words/words\e04\e04-099\e04-099-06-08.png,for,iam,train
data/iam/iam_words/words\b05\b05-017\b05-017-03-04.png,stand,iam,train
data/iam/iam_words/words\e04\e04-000\e04-000-05-05.png,Parana,iam,train
data/iam/iam_words/words\a01\a01-102\a01-102-06-00.png,needs,iam,train
data/iam/iam_words/words\b06\b06-056\b06-056-00-03.png,effort,iam,train
data/iam/iam_words/words\c03\c03-000d\c03-000d-06-01.png,derived,iam,train
data/iam/iam_words/words\d04\d04-075\d04-075-08-00.png,Rabbi,iam,train
data/iam/iam_words/words\e04\e04-083\e04-083-03-00.png,to,iam,train
data/iam/iam_words/words\c04\c04-075\c04-075-04-01.png,press,iam,train
data/iam/iam_words/words\a03\a03-034\a03-034-00-04.png,are,iam,train
data/iam/iam_words/words\c03\c03-084f\c03-084f-04-03.png,Play,iam,train
data/iam/iam_words/words\b06\b06-012\b06-012-01-04.png,economic,iam,train
data/iam/iam_words/words\c03\c03-021c\c03-021c-03-00.png,instinct,iam,train
data/iam/iam_words/words\d06\d06-008\d06-008-05-04.png,fifty,iam,train
data/iam/iam_words/words\c03\c03-003d\c03-003d-05-00.png,film,iam,train
data/iam/iam_words/words\a06\a06-004\a06-004-02-02.png,not,iam,train
data/synthetic/images/synth_00264.png,Inj. Ranitidine 50mg IV BD,synthetic,train
data/iam/iam_words/words\a06\a06-119\a06-119-02-06.png,last,iam,train
data/synthetic/images/synth_00487.png,Tab. Diclofenac 50mg BD pc,synthetic,train
data/iam/iam_words/words\b06\b06-093\b06-093-07-00.png,peace,iam,train
data/iam/iam_words/words\c03\c03-096a\c03-096a-04-04.png,endowed,iam,train
data/iam/iam_words/words\a02\a02-098\a02-098-02-01.png,reaction,iam,train
data/iam/iam_words/words\d04\d04-096\d04-096-05-04.png,in,iam,train
